Unnamed: 0,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
5481,XS22323,Arizona,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,
5489,TQ84956,California,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,1324.8,Luxury SUV,Medsize,A
5490,RD28560,Washington,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Corporate Auto,Corporate L2,Offer1,Branch,419.365958,,,
5512,WM36886,California,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Corporate Auto,Corporate L2,Offer2,Branch,174.041566,Four-Door Car,Small,
5513,DG31826,California,4984.618655,Yes,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,1.0,99,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,80.73124,Four-Door Car,Medsize,
5514,UM39817,Oregon,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
5520,MF53477,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize,A
5525,HV50891,Nevada,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,
5545,VF96109,Oregon,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,
5553,IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,
5554,ST65635,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large,A
5556,MM44301,California,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Corporate Auto,Corporate L3,Offer1,Agent,508.8,,,
5557,SQ36805,Oregon,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,
5559,OH55411,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,547.2,SUV,Medsize,
5563,VD62056,Arizona,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
5564,HI74419,Washington,8092.87696,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L2,Offer1,Agent,369.614729,SUV,Medsize,
5577,FN44127,Oregon,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L2,Offer2,Branch,1176.2788,,,A
5589,UI36374,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,702.990032,SUV,Medsize,
5591,DC78147,Arizona,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,,,
5594,YK60829,Oregon,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.029102,Two-Door Car,Large,
5604,HH23204,California,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize,
5613,KW59167,Oregon,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize,
5637,IH20118,Oregon,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,
5651,HT92952,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,
5652,QQ26855,California,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,A
5655,BR44176,California,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
5660,UB17669,Nevada,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Web,352.394515,Four-Door Car,Medsize,
5662,BR13613,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
5675,MI62456,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,374.4,Four-Door Car,Medsize,
5676,OH15780,California,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Medsize,A
5683,QD86074,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,Large,A
5686,FW43809,Oregon,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,
5687,RN36393,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,
5695,XU56756,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,A
5702,ZI47098,California,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,
5706,JL15127,Nevada,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
5714,EJ19449,California,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Special Auto,Special L2,Offer2,Call Center,398.502948,Four-Door Car,Medsize,
5715,DH93540,Oregon,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,
5726,RD62882,Arizona,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,
5732,WE52979,California,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,
5743,HM94328,Arizona,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,
5752,OR40901,California,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,,,
5772,LV57595,California,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Small,A
5787,BR77413,Arizona,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,
5794,RN98239,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize,
5812,MF18493,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,
5813,AY35539,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize,
5827,IC80537,California,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
5829,IR73545,Oregon,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,A
5830,PY64219,California,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L2,Offer1,Agent,900.0,SUV,Small,A
5843,KP10993,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,
5850,SQ54906,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A
5865,WP10197,Nevada,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
5870,QR21417,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
5896,TY31217,Washington,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
5911,YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize,A
5917,ZG56744,California,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,A
5931,GL82358,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
5938,IC11062,Nevada,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,
5947,HL35876,Washington,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,Medsize,A
5949,ML34366,California,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Personal Auto,Personal L2,Offer2,Agent,57.712985,Sports Car,Medsize,
5950,TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize,A
5963,DT35588,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,
5977,HB85743,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Personal Auto,Personal L1,Offer2,Agent,133.425609,SUV,Medsize,
5987,MO21402,Oregon,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize,
6003,KG53604,Oregon,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L1,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
6022,ZG12619,Washington,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
6023,QQ90441,Nevada,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,
6025,QD34785,Arizona,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,A
6046,GR49281,California,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize,A
6050,YC45944,Arizona,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large,A
6055,JF83834,Oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,67.530904,Four-Door Car,Large,A
6067,VS73599,Arizona,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A
6079,AH39293,California,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,A
6090,PR21713,Nevada,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L3,Offer2,Agent,281.295903,Four-Door Car,Large,
6093,GP42026,California,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L3,Offer1,Web,561.6,Sports Car,Medsize,
6096,ZD59913,Oregon,2491.257604,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,329.206567,Four-Door Car,Medsize,
6103,EI58541,Washington,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large,
6141,RE46783,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize,A
6146,PJ73790,Oregon,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Special Auto,Special L1,Offer2,Agent,882.871945,Four-Door Car,Small,A
6163,DO95670,Arizona,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L3,Offer2,Branch,600.0,SUV,Medsize,
6166,AR47849,Nevada,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L1,Offer2,Agent,624.0,SUV,Medsize,
6169,XO22038,California,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Corporate Auto,Corporate L2,Offer2,Web,261.930545,Two-Door Car,Medsize,
6175,FG71665,Arizona,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4.0,41,0.0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,
6178,QY83498,Oregon,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,
6201,LZ31103,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L2,Offer2,Agent,208.598246,Four-Door Car,Medsize,
6202,CN22369,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Special Auto,Special L3,Offer2,Web,340.8,Four-Door Car,Medsize,A
6206,YD74948,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L3,Offer2,Agent,208.598246,Four-Door Car,Medsize,
6217,WS53288,Oregon,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Personal Auto,Personal L3,Offer1,Branch,465.6,Four-Door Car,Small,
6218,PL28709,California,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large,
6221,GS44464,California,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,A
6226,PA16884,California,4118.588554,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,,,
6241,NN52789,Arizona,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,
6259,QY41855,Arizona,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,49.451117,Four-Door Car,Medsize,A
6262,WX16395,California,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L1,Offer2,Agent,725.870693,SUV,Medsize,A
6281,AE30506,California,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,433.160284,Four-Door Car,Large,
6283,IQ73438,California,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,
6299,CS93971,Arizona,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,
6318,MO48960,California,6265.343299,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18.0,25,1.0,4,Personal Auto,Personal L2,Offer1,Agent,481.025786,Four-Door Car,Medsize,A
6325,AD38685,California,8658.863813,Yes,Basic,College,2/7/11,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,Medsize,
6328,GH35369,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
6329,LO40410,Oregon,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,
6342,NZ60700,Washington,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1324.8,Luxury SUV,Medsize,
6349,DV24592,Oregon,2472.469209,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal L3,Offer2,Agent,208.598246,Four-Door Car,Medsize,
6350,AU75025,Oregon,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,A
6357,MZ63755,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,667.2,SUV,Medsize,A
6360,AB21519,California,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,
6365,KR35099,Washington,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,
6372,HU41273,Oregon,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Sports Car,Medsize,A
6377,HL33607,Washington,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
6388,XX32359,California,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize,A
6399,TF67147,Oregon,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,
6402,UR27848,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,A
6409,ZQ35017,California,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Two-Door Car,Medsize,A
6411,CV35709,Oregon,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,256.43803,Four-Door Car,Medsize,A
6421,WV57524,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,SUV,Medsize,A
6423,SC40169,Oregon,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Large,A
6427,JW87443,Oregon,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L3,Offer2,Agent,393.6,Four-Door Car,Medsize,
6437,BR76202,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,
6441,IF30418,California,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,
6442,MO63575,Oregon,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Corporate Auto,Corporate L3,Offer1,Agent,590.4,SUV,Medsize,
6463,VW82067,Washington,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,Small,
6464,QE52050,California,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small,A
6481,BC43958,California,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6.0,48,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,386.031248,Four-Door Car,Small,
6487,HO50571,California,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,A
6492,UG93476,California,8002.308333,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Medsize,A
6499,ST96866,Washington,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Special Auto,Special L3,Offer1,Agent,960.115399,,,A
6518,UK68427,Washington,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A
6521,GF17866,Oregon,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,701.708239,Sports Car,Medsize,
